student_id,course_id,enrollment_type
BBA-202324-007,BBA303,Regular
BBA-202324-007,BBA304,Regular
BBA-202324-008,BBA301,Regular
BBA-202324-008,BBA302,Regular
BBA-202324-008,BBA303,Regular
BBA-202324-008,BBA304,Regular
BBA-202324-009,BBA301,Regular
BBA-202324-009,BBA302,Regular
BBA-202324-009,BBA303,Regular
BBA-202324-009,BBA304,Regular
BBA-202324-010,BBA301,Regular
BBA-202324-010,BBA302,Regular
BBA-202324-010,BBA303,Regular
BBA-202324-010,BBA304,Regular
BBA-202324-011,BBA301,Regular
BBA-202324-011,BBA302,Regular
BBA-202324-011,BBA303,Regular
BBA-202324-011,BBA304,Regular
BBA-202324-011,PHY304,Elective
BBA-202324-012,BBA301,Regular
BBA-202324-012,BBA302,Regular
BBA-202324-012,BBA303,Regular
BBA-202324-012,BBA304,Regular
BBA-202324-012,PHY303,Elective
BBA-202324-013,BBA301,Regular
BBA-202324-013,BBA302,Regular
BBA-202324-013,BBA303,Regular
BBA-202324-013,BBA304,Regular
BBA-202324-014,BBA301,Regular
BBA-202324-014,BBA302,Regular
BBA-202324-014,BBA303,Regular
BBA-202324-014,BBA304,Regular
BBA-202324-015,BBA301,Regular
BBA-202324-015,BBA302,Regular
BBA-202324-015,BBA303,Regular
BBA-202324-015,BBA304,Regular
BBA-202425-001,BBA201,Regular
BBA-202425-001,BBA202,Regular
BBA-202425-001,BBA203,Regular
BBA-202425-001,BBA204,Regular
BBA-202425-002,BBA201,Regular
BBA-202425-002,BBA202,Regular
BBA-202425-002,BBA203,Regular
BBA-202425-002,BBA204,Regular
BBA-202425-003,BBA201,Regular
BBA-202425-003,BBA202,Regular
BBA-202425-003,BBA203,Regular
BBA-202425-003,BBA204,Regular
BBA-202425-004,BBA201,Regular
BBA-202425-004,BBA202,Regular
BBA-202425-004,BBA203,Regular
BBA-202425-004,BBA204,Regular
BBA-202425-005,BBA201,Regular
BBA-202425-005,BBA202,Regular
BBA-202425-005,BBA203,Regular
BBA-202425-005,BBA204,Regular
BBA-202425-006,BBA201,Regular
BBA-202425-006,BBA202,Regular
BBA-202425-006,BBA203,Regular
BBA-202425-006,BBA204,Regular
BBA-202425-007,BBA201,Regular
BBA-202425-007,BBA202,Regular
BBA-202425-007,BBA203,Regular
BBA-202425-007,BBA204,Regular
BBA-202425-008,BBA201,Regular
BBA-202425-008,BBA202,Regular
BBA-202425-008,BBA203,Regular
BBA-202425-008,BBA204,Regular
BBA-202425-009,BBA201,Regular
BBA-202425-009,BBA202,Regular
BBA-202425-009,BBA203,Regular
BBA-202425-009,BBA204,Regular
BBA-202425-010,BBA201,Regular
BBA-202425-010,BBA202,Regular
BBA-202425-010,BBA203,Regular
BBA-202425-010,BBA204,Regular
BBA-202425-011,BBA201,Regular
BBA-202425-011,BBA202,Regular
BBA-202425-011,BBA203,Regular
BBA-202425-011,BBA204,Regular
BBA-202425-012,BBA201,Regular
BBA-202425-012,BBA202,Regular
BBA-202425-012,BBA203,Regular
BBA-202425-012,BBA204,Regular
BBA-202425-013,BBA201,Regular
BBA-202425-013,BBA202,Regular
BBA-202425-013,BBA203,Regular
BBA-202425-013,BBA204,Regular
BBA-202425-013,ENG204,Elective
BBA-202425-014,BBA201,Regular
BBA-202425-014,BBA202,Regular
BBA-202425-014,BBA203,Regular
BBA-202425-014,BBA204,Regular
BBA-202425-015,BBA201,Regular
BBA-202425-015,BBA202,Regular
BBA-202425-015,BBA203,Regular
BBA-202425-015,BBA204,Regular
BBA-202526-001,BBA101,Regular
BBA-202526-001,BBA102,Regular
BBA-202526-001,BBA103,Regular
BBA-202526-001,BBA104,Regular
BBA-202526-002,BBA101,Regular
BBA-202526-002,BBA102,Regular
BBA-202526-002,BBA103,Regular
BBA-202526-002,BBA104,Regular
BBA-202526-003,BBA101,Regular
BBA-202526-003,BBA102,Regular
BBA-202526-003,BBA103,Regular
BBA-202526-003,BBA104,Regular
BBA-202526-003,ENG104,Elective
BBA-202526-004,BBA101,Regular
BBA-202526-004,BBA102,Regular
BBA-202526-004,BBA103,Regular
BBA-202526-004,BBA104,Regular
BBA-202526-005,BBA101,Regular
BBA-202526-005,BBA102,Regular
BBA-202526-005,BBA103,Regular
BBA-202526-005,BBA104,Regular
BBA-202526-006,BBA101,Regular
BBA-202526-006,BBA102,Regular
BBA-202526-006,BBA103,Regular
BBA-202526-006,BBA104,Regular
BBA-202526-007,BBA101,Regular
BBA-202526-007,BBA102,Regular
BBA-202526-007,BBA103,Regular
BBA-202526-007,BBA104,Regular
BBA-202526-007,MAT104,Elective
BBA-202526-008,BBA101,Regular
BBA-202526-008,BBA102,Regular
BBA-202526-008,BBA103,Regular
BBA-202526-008,BBA104,Regular
BBA-202526-008,CSE103,Elective
BBA-202526-009,BBA101,Regular
BBA-202526-009,BBA102,Regular
BBA-202526-009,BBA103,Regular
BBA-202526-009,BBA104,Regular
BBA-202526-010,BBA101,Regular
BBA-202526-010,BBA102,Regular
BBA-202526-010,BBA103,Regular
BBA-202526-010,BBA104,Regular
BBA-202526-011,BBA101,Regular
BBA-202526-011,BBA102,Regular
BBA-202526-011,BBA103,Regular
BBA-202526-011,BBA104,Regular
BBA-202526-011,ENG104,Elective
BBA-202526-012,BBA101,Regular
BBA-202526-012,BBA102,Regular
BBA-202526-012,BBA103,Regular
BBA-202526-012,BBA104,Regular
BBA-202526-013,BBA101,Regular
BBA-202526-013,BBA102,Regular
BBA-202526-013,BBA103,Regular
BBA-202526-013,BBA104,Regular
BBA-202526-014,BBA101,Regular
BBA-202526-014,BBA102,Regular
BBA-202526-014,BBA103,Regular
BBA-202526-014,BBA104,Regular
BBA-202526-015,BBA101,Regular
BBA-202526-015,BBA102,Regular
BBA-202526-015,BBA103,Regular
BBA-202526-015,BBA104,Regular
ENG-202122-001,ENG501,Regular
ENG-202122-001,ENG502,Regular
ENG-202122-001,ENG503,Regular
ENG-202122-001,ENG504,Regular
ENG-202122-001,EEE501,Elective
ENG-202122-002,ENG501,Regular
ENG-202122-002,ENG502,Regular
ENG-202122-002,ENG503,Regular
ENG-202122-002,ENG504,Regular
ENG-202122-002,EEE501,Elective
ENG-202122-003,ENG501,Regular
ENG-202122-003,ENG502,Regular
ENG-202122-003,ENG503,Regular
ENG-202122-003,ENG504,Regular
ENG-202122-004,ENG501,Regular
ENG-202122-004,ENG502,Regular
ENG-202122-004,ENG503,Regular
ENG-202122-004,ENG504,Regular
ENG-202122-005,ENG501,Regular
ENG-202122-005,ENG502,Regular
ENG-202122-005,ENG503,Regular
ENG-202122-005,ENG504,Regular
ENG-202122-006,ENG501,Regular
ENG-202122-006,ENG502,Regular
ENG-202122-006,ENG503,Regular
ENG-202122-006,ENG504,Regular
ENG-202122-007,ENG501,Regular
ENG-202122-007,ENG502,Regular
ENG-202122-007,ENG503,Regular
ENG-202122-007,ENG504,Regular
ENG-202122-007,PHY501,Elective
ENG-202122-008,ENG501,Regular
ENG-202122-008,ENG502,Regular
ENG-202122-008,ENG503,Regular
ENG-202122-008,ENG504,Regular
ENG-202122-009,ENG501,Regular
ENG-202122-009,ENG502,Regular
ENG-202122-009,ENG503,Regular
ENG-202122-009,ENG504,Regular
ENG-202122-009,MAT502,Elective
ENG-202122-010,ENG501,Regular
ENG-202122-010,ENG502,Regular
ENG-202122-010,ENG503,Regular
ENG-202122-010,ENG504,Regular
ENG-202122-010,CSE501,Elective
ENG-202122-011,ENG501,Regular
ENG-202122-011,ENG502,Regular
ENG-202122-011,ENG503,Regular
ENG-202122-011,ENG504,Regular
ENG-202122-012,ENG501,Regular
ENG-202122-012,ENG502,Regular
ENG-202122-012,ENG503,Regular
ENG-202122-012,ENG504,Regular
ENG-202122-012,PHY504,Elective
ENG-202122-013,ENG501,Regular
ENG-202122-013,ENG502,Regular
ENG-202122-013,ENG503,Regular
ENG-202122-013,ENG504,Regular
ENG-202122-013,MAT501,Elective
ENG-202122-014,ENG501,Regular
ENG-202122-014,ENG502,Regular
ENG-202122-014,ENG503,Regular
ENG-202122-014,ENG504,Regular
ENG-202122-015,ENG501,Regular
ENG-202122-015,ENG502,Regular
ENG-202122-015,ENG503,Regular
ENG-202122-015,ENG504,Regular
ENG-202223-001,ENG401,Regular
ENG-202223-001,ENG402,Regular
ENG-202223-001,ENG403,Regular
ENG-202223-001,ENG404,Regular
ENG-202223-002,ENG401,Regular
ENG-202223-002,ENG402,Regular
ENG-202223-002,ENG403,Regular
ENG-202223-002,ENG404,Regular
ENG-202223-003,ENG401,Regular
ENG-202223-003,ENG402,Regular
ENG-202223-003,ENG403,Regular
ENG-202223-003,ENG404,Regular
ENG-202223-004,ENG401,Regular
ENG-202223-004,ENG402,Regular
ENG-202223-004,ENG403,Regular
ENG-202223-004,ENG404,Regular
ENG-202223-005,ENG401,Regular
ENG-202223-005,ENG402,Regular
ENG-202223-005,ENG403,Regular
ENG-202223-005,ENG404,Regular
ENG-202223-005,CSE404,Elective
ENG-202223-006,ENG401,Regular
ENG-202223-006,ENG402,Regular
ENG-202223-006,ENG403,Regular
ENG-202223-006,ENG404,Regular
ENG-202223-007,ENG401,Regular
ENG-202223-007,ENG402,Regular
ENG-202223-007,ENG403,Regular
ENG-202223-007,ENG404,Regular
ENG-202223-008,ENG401,Regular
ENG-202223-008,ENG402,Regular
ENG-202223-008,ENG403,Regular
ENG-202223-008,ENG404,Regular
ENG-202223-009,ENG401,Regular
ENG-202223-009,ENG402,Regular
ENG-202223-009,ENG403,Regular
ENG-202223-009,ENG404,Regular
ENG-202223-010,ENG401,Regular
ENG-202223-010,ENG402,Regular
ENG-202223-010,ENG403,Regular
ENG-202223-010,ENG404,Regular
ENG-202223-011,ENG401,Regular
ENG-202223-011,ENG402,Regular
ENG-202223-011,ENG403,Regular
ENG-202223-011,ENG404,Regular
ENG-202223-012,ENG401,Regular
ENG-202223-012,ENG402,Regular
ENG-202223-012,ENG403,Regular
ENG-202223-012,ENG404,Regular
ENG-202223-012,PHY404,Elective
ENG-202223-013,ENG401,Regular
ENG-202223-013,ENG402,Regular
ENG-202223-013,ENG403,Regular
ENG-202223-013,ENG404,Regular
ENG-202223-014,ENG401,Regular
ENG-202223-014,ENG402,Regular
ENG-202223-014,ENG403,Regular
ENG-202223-014,ENG404,Regular
ENG-202223-015,ENG401,Regular
ENG-202223-015,ENG402,Regular
ENG-202223-015,ENG403,Regular
ENG-202223-015,ENG404,Regular
ENG-202324-001,ENG301,Regular
ENG-202324-001,ENG302,Regular
ENG-202324-001,ENG303,Regular
ENG-202324-001,ENG304,Regular
ENG-202324-002,ENG301,Regular
ENG-202324-002,ENG302,Regular
ENG-202324-002,ENG303,Regular
ENG-202324-002,ENG304,Regular
ENG-202324-003,ENG301,Regular
ENG-202324-003,ENG302,Regular
ENG-202324-003,ENG303,Regular
ENG-202324-003,ENG304,Regular
ENG-202324-004,ENG301,Regular
ENG-202324-004,ENG302,Regular
ENG-202324-004,ENG303,Regular
ENG-202324-004,ENG304,Regular
ENG-202324-005,ENG301,Regular
ENG-202324-005,ENG302,Regular
ENG-202324-005,ENG303,Regular
ENG-202324-005,ENG304,Regular
ENG-202324-006,ENG301,Regular
ENG-202324-006,ENG302,Regular
ENG-202324-006,ENG303,Regular
ENG-202324-006,ENG304,Regular
ENG-202324-007,ENG301,Regular
ENG-202324-007,ENG302,Regular
ENG-202324-007,ENG303,Regular
ENG-202324-007,ENG304,Regular
ENG-202324-008,ENG301,Regular
ENG-202324-008,ENG302,Regular
ENG-202324-008,ENG303,Regular
ENG-202324-008,ENG304,Regular
ENG-202324-009,ENG301,Regular
ENG-202324-009,ENG302,Regular
ENG-202324-009,ENG303,Regular
ENG-202324-009,ENG304,Regular
ENG-202324-009,BBA302,Elective
ENG-202324-010,ENG301,Regular
ENG-202324-010,ENG302,Regular
ENG-202324-010,ENG303,Regular
ENG-202324-010,ENG304,Regular
ENG-202324-011,ENG301,Regular
ENG-202324-011,ENG302,Regular
ENG-202324-011,ENG303,Regular
ENG-202324-011,ENG304,Regular
ENG-202324-012,ENG301,Regular
ENG-202324-012,ENG302,Regular
ENG-202324-012,ENG303,Regular
ENG-202324-012,ENG304,Regular
ENG-202324-012,CSE302,Elective
ENG-202324-013,ENG301,Regular
ENG-202324-013,ENG302,Regular
ENG-202324-013,ENG303,Regular
ENG-202324-013,ENG304,Regular
ENG-202324-014,ENG301,Regular
ENG-202324-014,ENG302,Regular
ENG-202324-014,ENG303,Regular
ENG-202324-014,ENG304,Regular
ENG-202324-014,MAT301,Elective
ENG-202324-015,ENG301,Regular
ENG-202324-015,ENG302,Regular
ENG-202324-015,ENG303,Regular
ENG-202324-015,ENG304,Regular
ENG-202425-001,ENG201,Regular
ENG-202425-001,ENG202,Regular
ENG-202425-001,ENG203,Regular
ENG-202425-001,ENG204,Regular
ENG-202425-001,PHY201,Elective
ENG-202425-002,ENG201,Regular
ENG-202425-002,ENG202,Regular
ENG-202425-002,ENG203,Regular
ENG-202425-002,ENG204,Regular
ENG-202425-003,ENG201,Regular
ENG-202425-003,ENG202,Regular
ENG-202425-003,ENG203,Regular
ENG-202425-003,ENG204,Regular
ENG-202425-003,BBA203,Elective
ENG-202425-004,ENG201,Regular
ENG-202425-004,ENG202,Regular
ENG-202425-004,ENG203,Regular
ENG-202425-004,ENG204,Regular
ENG-202425-004,PHY201,Elective
ENG-202425-005,ENG201,Regular
ENG-202425-005,ENG202,Regular
ENG-202425-005,ENG203,Regular
ENG-202425-005,ENG204,Regular
ENG-202425-006,ENG201,Regular
ENG-202425-006,ENG202,Regular
ENG-202425-006,ENG203,Regular
ENG-202425-006,ENG204,Regular
ENG-202425-006,EEE204,Elective
ENG-202425-007,ENG201,Regular
ENG-202425-007,ENG202,Regular
ENG-202425-007,ENG203,Regular
ENG-202425-007,ENG204,Regular
ENG-202425-008,ENG201,Regular
ENG-202425-008,ENG202,Regular
ENG-202425-008,ENG203,Regular
ENG-202425-008,ENG204,Regular
ENG-202425-009,ENG201,Regular
ENG-202425-009,ENG202,Regular
ENG-202425-009,ENG203,Regular
ENG-202425-009,ENG204,Regular
ENG-202425-010,ENG201,Regular
ENG-202425-010,ENG202,Regular
ENG-202425-010,ENG203,Regular
ENG-202425-010,ENG204,Regular
ENG-202425-010,EEE203,Elective
ENG-202425-011,ENG201,Regular
ENG-202425-011,ENG202,Regular
ENG-202425-011,ENG203,Regular
ENG-202425-011,ENG204,Regular
ENG-202425-012,ENG201,Regular
ENG-202425-012,ENG202,Regular
ENG-202425-012,ENG203,Regular
ENG-202425-012,ENG204,Regular
ENG-202425-013,ENG201,Regular
ENG-202425-013,ENG202,Regular
ENG-202425-013,ENG203,Regular
ENG-202425-013,ENG204,Regular
ENG-202425-014,ENG201,Regular
ENG-202425-014,ENG202,Regular
ENG-202425-014,ENG203,Regular
ENG-202425-014,ENG204,Regular
ENG-202425-015,ENG201,Regular
ENG-202425-015,ENG202,Regular
ENG-202425-015,ENG203,Regular
ENG-202425-015,ENG204,Regular
ENG-202425-015,EEE203,Elective
ENG-202526-001,ENG101,Regular
ENG-202526-001,ENG102,Regular
ENG-202526-001,ENG103,Regular
ENG-202526-001,ENG104,Regular
ENG-202526-002,ENG101,Regular
ENG-202526-002,ENG102,Regular
ENG-202526-002,ENG103,Regular
ENG-202526-002,ENG104,Regular
ENG-202526-003,ENG101,Regular
ENG-202526-003,ENG102,Regular
ENG-202526-003,ENG103,Regular
ENG-202526-003,ENG104,Regular
ENG-202526-004,ENG101,Regular
ENG-202526-004,ENG102,Regular
ENG-202526-004,ENG103,Regular
ENG-202526-004,ENG104,Regular
ENG-202526-005,ENG101,Regular
ENG-202526-005,ENG102,Regular
ENG-202526-005,ENG103,Regular
ENG-202526-005,ENG104,Regular
ENG-202526-006,ENG101,Regular
ENG-202526-006,ENG102,Regular
ENG-202526-006,ENG103,Regular
ENG-202526-006,ENG104,Regular
ENG-202526-007,ENG101,Regular
ENG-202526-007,ENG102,Regular
ENG-202526-007,ENG103,Regular
ENG-202526-007,ENG104,Regular
ENG-202526-008,ENG101,Regular
ENG-202526-008,ENG102,Regular
ENG-202526-008,ENG103,Regular
ENG-202526-008,ENG104,Regular
ENG-202526-009,ENG101,Regular
ENG-202526-009,ENG102,Regular
ENG-202526-009,ENG103,Regular
ENG-202526-009,ENG104,Regular
ENG-202526-010,ENG101,Regular
ENG-202526-010,ENG102,Regular
ENG-202526-010,ENG103,Regular
ENG-202526-010,ENG104,Regular
ENG-202526-011,ENG101,Regular
ENG-202526-011,ENG102,Regular
ENG-202526-011,ENG103,Regular
ENG-202526-011,ENG104,Regular
ENG-202526-012,ENG101,Regular
ENG-202526-012,ENG102,Regular
ENG-202526-012,ENG103,Regular
ENG-202526-012,ENG104,Regular
ENG-202526-013,ENG101,Regular
ENG-202526-013,ENG102,Regular
ENG-202526-013,ENG103,Regular
ENG-202526-013,ENG104,Regular
ENG-202526-014,ENG101,Regular
ENG-202526-014,ENG102,Regular
ENG-202526-014,ENG103,Regular
ENG-202526-014,ENG104,Regular
ENG-202526-015,ENG101,Regular
ENG-202526-015,ENG102,Regular
ENG-202526-015,ENG103,Regular
ENG-202526-015,ENG104,Regular
ENG-202526-015,MAT104,Elective
MAT-202122-001,MAT501,Regular
MAT-202122-001,MAT502,Regular
MAT-202122-001,MAT503,Regular
MAT-202122-001,MAT504,Regular
MAT-202122-002,MAT501,Regular
MAT-202122-002,MAT502,Regular
MAT-202122-002,MAT503,Regular
MAT-202122-002,MAT504,Regular
MAT-202122-003,MAT501,Regular
MAT-202122-003,MAT502,Regular
MAT-202122-003,MAT503,Regular
MAT-202122-003,MAT504,Regular
MAT-202122-004,MAT501,Regular
MAT-202122-004,MAT502,Regular
MAT-202122-004,MAT503,Regular
MAT-202122-004,MAT504,Regular
MAT-202122-004,CSE503,Elective
MAT-202122-005,MAT501,Regular
MAT-202122-005,MAT502,Regular
MAT-202122-005,MAT503,Regular
MAT-202122-005,MAT504,Regular
MAT-202122-006,MAT501,Regular
MAT-202122-006,MAT502,Regular
MAT-202122-006,MAT503,Regular
MAT-202122-006,MAT504,Regular
MAT-202122-007,MAT501,Regular
MAT-202122-007,MAT502,Regular
MAT-202122-007,MAT503,Regular
MAT-202122-007,MAT504,Regular
MAT-202122-007,BBA503,Elective
MAT-202122-008,MAT501,Regular
MAT-202122-008,MAT502,Regular
MAT-202122-008,MAT503,Regular
MAT-202122-008,MAT504,Regular
MAT-202122-009,MAT501,Regular
MAT-202122-009,MAT502,Regular
MAT-202122-009,MAT503,Regular
MAT-202122-009,MAT504,Regular
MAT-202122-010,MAT501,Regular
MAT-202122-010,MAT502,Regular
MAT-202122-010,MAT503,Regular
MAT-202122-010,MAT504,Regular
MAT-202122-011,MAT501,Regular
MAT-202122-011,MAT502,Regular
MAT-202122-011,MAT503,Regular
MAT-202122-011,MAT504,Regular
MAT-202122-012,MAT501,Regular
MAT-202122-012,MAT502,Regular
MAT-202122-012,MAT503,Regular
MAT-202122-012,MAT504,Regular
MAT-202122-013,MAT501,Regular
MAT-202122-013,MAT502,Regular
MAT-202122-013,MAT503,Regular
MAT-202122-013,MAT504,Regular
MAT-202122-014,MAT501,Regular
MAT-202122-014,MAT502,Regular
MAT-202122-014,MAT503,Regular
MAT-202122-014,MAT504,Regular
MAT-202122-015,MAT501,Regular
MAT-202122-015,MAT502,Regular
MAT-202122-015,MAT503,Regular
MAT-202122-015,MAT504,Regular
MAT-202223-001,MAT401,Regular
MAT-202223-001,MAT402,Regular
MAT-202223-001,MAT403,Regular
MAT-202223-001,MAT404,Regular
MAT-202223-002,MAT401,Regular
MAT-202223-002,MAT402,Regular
MAT-202223-002,MAT403,Regular
MAT-202223-002,MAT404,Regular
MAT-202223-003,MAT401,Regular
MAT-202223-003,MAT402,Regular
MAT-202223-003,MAT403,Regular
MAT-202223-003,MAT404,Regular
MAT-202223-003,BBA402,Elective
MAT-202223-004,MAT401,Regular
MAT-202223-004,MAT402,Regular
MAT-202223-004,MAT403,Regular
MAT-202223-004,MAT404,Regular
MAT-202223-004,BBA401,Elective
MAT-202223-005,MAT401,Regular
MAT-202223-005,MAT402,Regular
MAT-202223-005,MAT403,Regular
MAT-202223-005,MAT404,Regular
MAT-202223-006,MAT401,Regular
MAT-202223-006,MAT402,Regular
MAT-202223-006,MAT403,Regular
MAT-202223-006,MAT404,Regular
MAT-202223-007,MAT401,Regular
MAT-202223-007,MAT402,Regular
MAT-202223-007,MAT403,Regular
MAT-202223-007,MAT404,Regular
MAT-202223-008,MAT401,Regular
MAT-202223-008,MAT402,Regular
MAT-202223-008,MAT403,Regular
MAT-202223-008,MAT404,Regular
MAT-202223-009,MAT401,Regular
MAT-202223-009,MAT402,Regular
MAT-202223-009,MAT403,Regular
MAT-202223-009,MAT404,Regular
MAT-202223-010,MAT401,Regular
MAT-202223-010,MAT402,Regular
MAT-202223-010,MAT403,Regular
MAT-202223-010,MAT404,Regular
MAT-202223-011,MAT401,Regular
MAT-202223-011,MAT402,Regular
MAT-202223-011,MAT403,Regular
MAT-202223-011,MAT404,Regular
MAT-202223-011,PHY404,Elective
MAT-202223-012,MAT401,Regular
MAT-202223-012,MAT402,Regular
MAT-202223-012,MAT403,Regular
MAT-202223-012,MAT404,Regular
MAT-202223-013,MAT401,Regular
MAT-202223-013,MAT402,Regular
MAT-202223-013,MAT403,Regular
MAT-202223-013,MAT404,Regular
MAT-202223-014,MAT401,Regular
MAT-202223-014,MAT402,Regular
MAT-202223-014,MAT403,Regular
MAT-202223-014,MAT404,Regular
MAT-202223-015,MAT401,Regular
MAT-202223-015,MAT402,Regular
MAT-202223-015,MAT403,Regular
MAT-202223-015,MAT404,Regular
MAT-202324-001,MAT301,Regular
MAT-202324-001,MAT302,Regular
MAT-202324-001,MAT303,Regular
MAT-202324-001,MAT304,Regular
MAT-202324-002,MAT301,Regular
MAT-202324-002,MAT302,Regular
MAT-202324-002,MAT303,Regular
MAT-202324-002,MAT304,Regular
MAT-202324-003,MAT301,Regular
MAT-202324-003,MAT302,Regular
MAT-202324-003,MAT303,Regular
MAT-202324-003,MAT304,Regular
MAT-202324-004,MAT301,Regular
MAT-202324-004,MAT302,Regular
MAT-202324-004,MAT303,Regular
MAT-202324-004,MAT304,Regular
MAT-202324-005,MAT301,Regular
MAT-202324-005,MAT302,Regular
MAT-202324-005,MAT303,Regular
MAT-202324-005,MAT304,Regular
MAT-202324-006,MAT301,Regular
MAT-202324-006,MAT302,Regular
MAT-202324-006,MAT303,Regular
MAT-202324-006,MAT304,Regular
MAT-202324-007,MAT301,Regular
MAT-202324-007,MAT302,Regular
MAT-202324-007,MAT303,Regular
MAT-202324-007,MAT304,Regular
MAT-202324-008,MAT301,Regular
MAT-202324-008,MAT302,Regular
MAT-202324-008,MAT303,Regular
MAT-202324-008,MAT304,Regular
MAT-202324-009,MAT301,Regular
MAT-202324-009,MAT302,Regular
MAT-202324-009,MAT303,Regular
MAT-202324-009,MAT304,Regular
MAT-202324-009,CSE304,Elective
MAT-202324-010,MAT301,Regular
MAT-202324-010,MAT302,Regular
MAT-202324-010,MAT303,Regular
MAT-202324-010,MAT304,Regular
MAT-202324-011,MAT301,Regular
MAT-202324-011,MAT302,Regular
MAT-202324-011,MAT303,Regular
MAT-202324-011,MAT304,Regular
MAT-202324-012,MAT301,Regular
MAT-202324-012,MAT302,Regular
MAT-202324-012,MAT303,Regular
MAT-202324-012,MAT304,Regular
MAT-202324-013,MAT301,Regular
MAT-202324-013,MAT302,Regular
MAT-202324-013,MAT303,Regular
MAT-202324-013,MAT304,Regular
MAT-202324-013,EEE304,Elective
MAT-202324-014,MAT301,Regular
MAT-202324-014,MAT302,Regular
MAT-202324-014,MAT303,Regular
MAT-202324-014,MAT304,Regular
MAT-202324-015,MAT301,Regular
MAT-202324-015,MAT302,Regular
MAT-202324-015,MAT303,Regular
MAT-202324-015,MAT304,Regular
MAT-202425-001,MAT201,Regular
MAT-202425-001,MAT202,Regular
MAT-202425-001,MAT203,Regular
MAT-202425-001,MAT204,Regular
MAT-202425-002,MAT201,Regular
MAT-202425-002,MAT202,Regular
MAT-202425-002,MAT203,Regular
MAT-202425-002,MAT204,Regular
MAT-202425-003,MAT201,Regular
MAT-202425-003,MAT202,Regular
MAT-202425-003,MAT203,Regular
MAT-202425-003,MAT204,Regular
MAT-202425-003,CSE202,Elective
MAT-202425-004,MAT201,Regular
MAT-202425-004,MAT202,Regular
MAT-202425-004,MAT203,Regular
MAT-202425-004,MAT204,Regular
MAT-202425-005,MAT201,Regular
MAT-202425-005,MAT202,Regular
MAT-202425-005,MAT203,Regular
MAT-202425-005,MAT204,Regular
MAT-202425-006,MAT201,Regular
MAT-202425-006,MAT202,Regular
MAT-202425-006,MAT203,Regular
MAT-202425-006,MAT204,Regular
MAT-202425-007,MAT201,Regular
MAT-202425-007,MAT202,Regular
MAT-202425-007,MAT203,Regular
MAT-202425-007,MAT204,Regular
MAT-202425-007,CSE201,Elective
MAT-202425-008,MAT201,Regular
MAT-202425-008,MAT202,Regular
MAT-202425-008,MAT203,Regular
MAT-202425-008,MAT204,Regular
MAT-202425-008,PHY204,Elective
MAT-202425-009,MAT201,Regular
MAT-202425-009,MAT202,Regular
MAT-202425-009,MAT203,Regular
MAT-202425-009,MAT204,Regular
MAT-202425-010,MAT201,Regular
MAT-202425-010,MAT202,Regular
MAT-202425-010,MAT203,Regular
MAT-202425-010,MAT204,Regular
MAT-202425-011,MAT201,Regular
MAT-202425-011,MAT202,Regular
MAT-202425-011,MAT203,Regular
MAT-202425-011,MAT204,Regular
MAT-202425-012,MAT201,Regular
MAT-202425-012,MAT202,Regular
MAT-202425-012,MAT203,Regular
MAT-202425-012,MAT204,Regular
MAT-202425-013,MAT201,Regular
MAT-202425-013,MAT202,Regular
MAT-202425-013,MAT203,Regular
MAT-202425-013,MAT204,Regular
MAT-202425-014,MAT201,Regular
MAT-202425-014,MAT202,Regular
MAT-202425-014,MAT203,Regular
MAT-202425-014,MAT204,Regular
MAT-202425-015,MAT201,Regular
MAT-202425-015,MAT202,Regular
MAT-202425-015,MAT203,Regular
MAT-202425-015,MAT204,Regular
MAT-202526-001,MAT101,Regular
MAT-202526-001,MAT102,Regular
MAT-202526-001,MAT103,Regular
MAT-202526-001,MAT104,Regular
MAT-202526-002,MAT101,Regular
MAT-202526-002,MAT102,Regular
MAT-202526-002,MAT103,Regular
MAT-202526-002,MAT104,Regular
MAT-202526-003,MAT101,Regular
MAT-202526-003,MAT102,Regular
MAT-202526-003,MAT103,Regular
MAT-202526-003,MAT104,Regular
MAT-202526-004,MAT101,Regular
MAT-202526-004,MAT102,Regular
MAT-202526-004,MAT103,Regular
MAT-202526-004,MAT104,Regular
MAT-202526-005,MAT101,Regular
MAT-202526-005,MAT102,Regular
MAT-202526-005,MAT103,Regular
MAT-202526-005,MAT104,Regular
MAT-202526-006,MAT101,Regular
MAT-202526-006,MAT102,Regular
MAT-202526-006,MAT103,Regular
MAT-202526-006,MAT104,Regular
MAT-202526-006,ENG103,Elective
MAT-202526-007,MAT101,Regular
MAT-202526-007,MAT102,Regular
MAT-202526-007,MAT103,Regular
MAT-202526-007,MAT104,Regular
MAT-202526-008,MAT101,Regular
MAT-202526-008,MAT102,Regular
MAT-202526-008,MAT103,Regular
MAT-202526-008,MAT104,Regular
MAT-202526-009,MAT101,Regular
MAT-202526-009,MAT102,Regular
MAT-202526-009,MAT103,Regular
MAT-202526-009,MAT104,Regular
MAT-202526-010,MAT101,Regular
MAT-202526-010,MAT102,Regular
MAT-202526-010,MAT103,Regular
MAT-202526-010,MAT104,Regular
MAT-202526-011,MAT101,Regular
MAT-202526-011,MAT102,Regular
MAT-202526-011,MAT103,Regular
MAT-202526-011,MAT104,Regular
MAT-202526-012,MAT101,Regular
